"R0000100","R0357900","R0536300","R0536401","R0536402","R1200300","R1205300","R1235800","R1482600","R2189100","R2200500","R2558800","R2563600","R3508200","R3511100","R3520100","R3880300","R3885200","R4909200","R4918000","R5459400","R5464400","R6536400","R6545000","R7222400","R7228100","S0924000","S0932900","S1535500","S1542000","S2005400","S2011800","S2990300","S2995900","S3805700","S4682600","S4685500","S4691000","S5405600","S6318100","S6321000","S6326800","S7506100","S8334600","S8339100","T0009400","T0741400","T0745900","T2012100","T2784900","T2789700","T3602100","T4496600","T4501300","T5202300","T6145500","T6150200","T6652100","T7640000","T7644700","T8123700","T9044600","Z9050500","Z9050600","Z9050700"
3373,1,1,8,1984,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,0,-4,3,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,2
3374,0,1,5,1980,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,1,3,1,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,1,0,-4,1,0,-4,1,-4,3,7,7
3375,0,2,8,1984,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,-4,-5,-5,1,1,1
3376,0,2,8,1984,3,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,-4,3,-4,0,1,1
3377,0,2,8,1984,3,4,1,4,-4,-4,3,4,-4,0,-4,3,4,0,-4,3,4,0,-4,3,4,0,-4,3,4,3,4,0,-4,-5,-5,-5,-5,3,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,1,1
3378,0,1,2,1983,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,1,1
3379,0,1,5,1982,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,1,3,1,3,1,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,2,0,-4,2,0,-4,2,-4,4,4,4
3380,0,2,7,1984,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,1,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,5,4,4
3381,0,2,8,1982,3,3,1,4,-4,1,2,2,-4,1,-4,2,2,1,-4,2,2,1,-4,2,2,1,-4,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,1,-4,-5,-5,-5,4,0,-4,-5,-5,-5,-5,-5,-5,4,-4,12,6,6
3382,0,1,7,1984,3,3,1,2,-4,-4,3,3,-4,0,-4,3,3,0,-4,3,5,0,-4,3,5,0,1,3,5,3,5,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,-4,3,-4,3,3,3
3383,0,2,1,1981,3,4,1,1,-4,-4,3,4,-4,0,-4,3,4,0,-4,3,4,0,-4,3,4,0,-4,3,4,3,4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,4,4
3384,0,1,11,1980,3,4,1,1,-5,-5,-5,-5,-4,-4,1,3,10,0,-4,2,10,0,1,2,10,0,1,2,10,2,10,0,3,2,-4,0,-4,2,-4,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,-4,2,6,8
3385,0,1,7,1984,3,4,1,1,-4,2,3,4,-4,0,-4,2,8,0,8,2,9,1,-4,2,9,0,1,2,10,2,10,0,-4,2,-4,0,-4,2,-4,0,-4,2,0,-4,2,0,-4,2,0,-4,2,1,-4,2,0,-4,2,0,-4,2,-4,0,3,3
3386,1,1,3,1981,3,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,0,-4,3,0,-4,3,0,1,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,3,5,5
3387,0,1,4,1982,3,1,1,2,-4,-4,3,1,-4,0,1,3,1,-5,-5,-5,-5,0,-4,3,1,0,-4,3,1,-5,-5,-5,-5,3,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,-4,-5,-5,5,-3,-3
3388,0,1,7,1983,3,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,1,-4,1,5,7
3389,0,1,4,1983,3,6,1,1,-5,-5,-5,-5,-4,-4,-4,3,6,0,-4,3,6,0,-4,3,6,0,1,3,6,3,6,0,-4,-5,-5,-5,-5,3,-4,-4,5,3,0,-4,3,-4,-4,3,0,-4,3,0,-4,3,0,-4,3,0,2,3,-4,3,3,4
3390,0,1,6,1982,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,-4,-5,-5,-5,3,0,-4,3,0,-4,3,0,-4,3,-4,1,3,3
3391,0,2,4,1984,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,1,4,4
3392,1,1,12,1981,3,4,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,2,3,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-3,5,5
3393,0,2,7,1982,3,4,1,1,-4,-4,3,4,-4,0,-4,3,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,4,5,5
3394,0,1,7,1982,3,1,1,2,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,1,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-1,-4,3,-4,2,2,2
3395,0,1,6,1984,3,1,1,2,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,1,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,2,2,3
3396,0,1,4,1981,3,4,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0
3397,1,2,8,1983,3,4,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,0,1,3,0,-4,3,0,-4,-5,-5,-5,3,0,-4,3,0,-4,3,0,-4,-5,-5,4,6,6
3398,0,2,5,1983,3,3,1,1,-4,-4,3,3,-4,0,-4,3,3,0,-4,3,4,0,-4,3,4,0,-4,3,4,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,1,3,3
3399,0,1,11,1984,3,1,1,4,-4,1,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,1,0,-4,3,-4,0,1,3,-4,0,-4,3,0,-4,4,0,-4,4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,9,2,3
3400,1,1,5,1980,3,4,1,4,-4,-4,3,4,-4,-1,-4,3,3,-5,-5,-5,-5,0,-4,3,10,0,-4,3,4,3,4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,6,7,7
3401,1,2,12,1981,3,6,1,4,-4,-4,3,2,-4,0,-4,3,2,0,-4,3,10,0,-4,3,10,0,-4,3,10,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,1,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,5,8,8
3402,0,2,5,1981,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,2,1,1
3403,1,2,12,1982,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,-5,-5,-5,-5,0,-4,3,10,0,-4,3,1,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,1,1,1
3405,0,2,8,1984,3,2,1,4,-4,-4,3,2,-4,-1,-4,3,2,0,-4,3,2,0,-4,3,10,0,-4,3,10,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,1,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,5,1,1
3406,1,2,5,1983,3,1,1,4,-4,-4,3,1,-4,1,1,3,1,1,-4,3,1,1,1,3,1,0,-4,3,1,3,1,0,-4,3,-4,-2,-4,3,-4,1,-4,3,0,2,3,0,-4,1,0,-4,3,0,-4,3,0,1,3,0,-4,3,-4,9,22,22
3407,1,1,1,1982,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,-5,-5,-5,-5,0,-4,3,1,0,-4,3,10,3,1,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,5,3,6
3408,0,2,10,1983,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,1,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,-5,-5,3,2,-3
3409,1,1,6,1982,3,4,1,1,-4,-4,3,4,-4,0,-4,3,4,0,-4,3,4,0,-4,3,4,0,-4,3,4,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,1,5,5
3410,0,2,8,1984,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,1,3,1,0,-4,3,1,3,1,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,7,6,6
3411,0,2,9,1980,3,1,1,1,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,1,0,-4,3,-4,0,-4,-5,-5,-5,-5,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,7,5,7
3412,1,1,3,1983,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,4,0,-4,3,1,3,1,1,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,1,-4,3,0,-4,3,0,-4,3,1,-4,3,-4,4,5,5
3413,1,2,7,1981,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,10,0,-4,3,10,0,-4,3,10,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,4,2,2
3414,0,2,9,1983,3,2,1,4,-4,-4,3,2,-4,1,-4,3,2,1,-4,3,2,1,-4,3,2,0,-4,3,2,3,2,0,-4,3,-4,0,-4,1,-4,0,-4,4,0,1,4,0,-4,4,0,-4,4,0,1,4,0,-4,4,0,1,4,-4,5,18,19
3415,0,2,5,1984,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,1,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,3,1,1
3416,1,2,1,1981,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,10,0,-4,3,10,0,-4,3,10,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,2,3,3
3417,0,2,11,1983,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,4,10,10
3418,0,1,6,1982,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,3,6,6
3419,0,1,3,1984,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,4,7,7
3420,1,2,5,1982,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,1,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,10,14,14
3421,0,1,10,1984,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,1,-4,3,1,0,-4,3,1,0,-4,3,1,3,1,0,-4,3,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,-4,3,0,-4,-5,-5,-5,-5,-5,3,4,4
3422,0,2,12,1982,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,5,11,12
3423,1,2,10,1981,3,1,1,4,-4,1,3,1,-4,1,1,3,1,-5,-5,-5,-5,0,-4,3,1,0,-4,3,1,3,1,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,5,5
3424,1,1,8,1983,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,-5,-5,-5,-5,-5,-5,-5,-5,0,-4,3,1,3,1,0,-4,-5,-5,-5,-5,3,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,1
3425,1,1,1,1983,3,5,1,4,-4,-4,3,8,-4,0,-4,3,8,0,-4,3,8,1,-4,3,10,1,1,3,10,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,5,6,6
3426,1,2,12,1980,3,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,1,3,0,-4,-5,-5,-5,3,0,-4,3,-4,3,-3,-3
3427,1,2,1,1980,3,2,1,4,-4,-4,3,10,-4,0,-4,3,2,0,-4,3,10,0,-4,3,10,1,3,3,10,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,4,9,10
3428,0,2,10,1983,3,1,1,4,-4,-4,3,5,-4,0,-4,3,5,0,-4,3,5,0,-4,3,5,0,-4,3,5,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,1,3,3
3429,0,2,9,1984,3,4,1,3,-4,-4,3,2,-4,0,-4,3,2,0,-4,3,2,0,-4,3,2,0,-4,3,2,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,4,9,9
3430,1,2,7,1983,3,4,1,4,-4,-4,3,4,-4,1,-4,3,2,0,-4,3,4,0,-4,3,4,0,-4,3,10,3,10,0,-4,-5,-5,-5,-5,3,-4,1,10,3,1,1,3,1,-4,3,1,-4,3,1,1,3,1,-4,3,1,-4,3,-4,5,6,6
3431,1,2,9,1982,3,4,1,3,-4,-4,3,4,-4,0,-4,3,4,0,-4,3,4,0,-4,3,4,0,-4,3,4,3,4,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,-5,-5,-5,3,-4,4,4,4
3432,0,2,1,1984,3,4,1,3,-4,-4,3,4,-4,0,1,3,5,0,-4,3,5,1,-4,3,5,1,-4,3,10,3,5,1,-4,3,-4,1,-4,-5,-5,-5,-5,3,1,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,3,7,7
3433,0,1,9,1984,3,2,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,3,2,0,-4,3,2,3,2,0,-4,3,-4,0,-4,-5,-5,-5,-5,3,-4,1,3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,1,3,-4,0,-3,-3
3434,1,1,8,1980,3,1,1,4,-4,-4,3,1,-4,1,-4,3,10,0,-4,2,10,0,-4,2,10,-5,-5,-5,-5,3,10,0,-4,-5,-5,-5,-5,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,-5,-5,-5,-5,-5,3,3,3
3435,0,1,1,1983,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,1,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,0,7,9
3436,0,1,12,1982,3,5,1,4,-4,-4,3,5,-4,0,-4,3,5,0,1,3,10,0,-4,3,10,0,-4,3,10,3,10,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,-4,3,0,-4,3,0,-4,3,-4,4,4,4
3437,1,2,9,1984,3,4,1,4,-4,-4,3,4,-4,0,-4,3,4,0,-4,3,4,0,-4,3,4,0,-4,3,10,3,2,0,-4,3,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-1,-4,-5,-5,-5,-5,-5,-5,-5,-5,3,1,1
3438,1,2,3,1983,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,10,0,-4,-3,1,3,1,0,-4,3,-4,0,-4,3,-4,1,-4,3,0,-4,3,0,-4,3,1,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,3,8,8
3439,1,1,12,1984,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,2,3,1,0,-4,3,1,0,-4,3,10,3,1,0,-4,3,-4,0,-4,3,-4,0,1,3,0,-4,3,0,3,-5,-5,-5,2,1,-4,2,1,-4,2,0,2,3,-4,11,9,13
3440,0,1,11,1981,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,4,0,-4,3,4,3,4,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,1,5,5
3441,0,2,11,1981,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,2,2,2
3442,1,2,3,1981,3,3,1,4,-4,-4,3,10,-4,0,-4,3,10,0,-4,3,10,0,-4,3,4,0,-4,3,10,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,6,6,6
3443,0,2,12,1983,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,2,4,5
3444,1,2,10,1983,3,9,1,4,-4,-4,3,10,-4,0,-4,3,4,0,-4,3,9,0,-4,3,10,0,-4,3,10,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,4,6,-3
3445,0,2,5,1980,3,4,1,1,-4,-4,3,4,-4,0,-4,3,4,0,-4,3,4,0,-4,3,4,0,-4,3,10,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,3,1,1
3446,0,1,2,1980,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,10,0,-4,3,10,0,-4,3,10,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,4,11,11
3447,0,1,12,1984,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,1,-4,3,1,3,1,1,-4,3,-4,1,-4,3,-4,1,1,3,1,-4,3,1,-4,3,1,-4,3,1,-4,3,1,1,3,1,-4,3,-4,1,-3,-3
3448,1,1,7,1980,3,1,1,4,-4,-4,3,1,-4,0,-4,3,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,0,0
3449,1,1,3,1981,3,2,1,4,-4,-4,3,4,-4,0,-4,3,4,0,-4,3,4,1,-4,3,4,0,-4,3,10,3,10,1,-4,3,-4,1,1,3,-4,1,-4,3,1,-4,3,1,-4,3,0,-4,3,0,-4,3,0,-4,3,1,-4,3,-4,7,11,11
3450,1,1,8,1981,3,2,1,4,-4,-4,3,2,-4,0,-4,3,2,0,2,3,2,1,3,3,4,0,1,3,4,3,4,1,1,3,-4,1,-4,3,-4,1,-4,3,1,-4,3,0,-4,3,1,-4,3,0,-4,3,0,-4,3,0,1,3,-4,5,8,11
3451,0,1,11,1983,3,2,1,4,-4,-4,3,2,-4,0,1,3,2,0,-4,3,2,0,-4,3,4,0,-4,3,4,3,10,0,-4,3,-4,0,-4,-5,-5,-5,-5,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,2,5,-3,-3
3452,0,2,11,1983,3,1,1,4,-4,-4,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,-4,4,0,-4,4,-4,1,5,5
3453,0,2,9,1981,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,4,4
3454,0,1,5,1981,3,1,1,4,-4,-4,3,1,-4,0,-4,3,4,0,-4,3,4,0,-4,3,4,0,-4,3,4,3,4,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,2,6,6
3455,0,2,6,1983,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,4,1,0,-4,4,1,4,1,0,-4,4,-4,0,-4,4,-4,0,-4,4,0,-4,4,0,-4,4,0,-4,4,0,-4,4,0,-4,4,0,-4,1,-4,0,10,10
3456,0,1,11,1984,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,4,3,3
3457,0,1,10,1983,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,1,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,3,2,2
3458,0,1,10,1983,3,1,1,4,-4,-4,3,1,-4,0,-4,3,1,0,-4,3,1,0,-4,3,1,0,-4,3,1,3,1,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,4,2,2
3459,0,1,2,1984,3,2,1,4,-4,-4,3,2,-4,0,-4,3,2,0,-4,3,2,0,-4,3,2,0,-4,3,2,3,10,-1,-4,3,-4,-4,-4,3,-4,0,-4,3,0,1,3,0,-4,2,0,-4,4,0,-4,3,0,-4,3,0,-4,3,-4,6,-3,-3
